JD,Magnitude
2457275.514210724,14.86
2457275.5145607237,14.865
2457275.5149107235,14.844
2457275.5152707235,14.834
2457275.515620724,14.859
2457275.5159707237,14.834
2457275.5163307237,14.814
2457275.5166807235,14.8
2457275.5170407235,14.78
2457275.517390724,14.788
2457275.5177407237,14.812
2457275.5181007236,14.794
2457275.5184507235,14.777
2457275.518800724,14.786
2457275.519160724,14.792
2457275.5195107237,14.794
2457275.5198707236,14.775
2457275.5202207235,14.774
2457275.520570724,14.808
2457275.5209307238,14.801
2457275.5212807236,14.799
2457275.5216307235,14.8
2457345.494944727,15.171
2457345.518427727,15.122
2457345.519272727,15.035
2457345.5201297267,15.007
2457345.520974727,14.999
2457345.521819727,15.055
2457345.5243767267,14.958
2457345.526078727,14.961
2457345.526934727,14.965
2457345.527791727,14.993
2457345.528636727,14.933
2457345.529492727,14.937
2457345.546564727,14.927
2457345.547409727,14.931
2457345.548265727,14.982
2457345.549122727,15.033
2457345.549978727,15.039
2457345.550823727,15.08
2457345.551680727,15.029
2457345.552536727,15.033
2457345.553381727,15.047
2457345.554238727,15.044
2457345.555094727,15.0
2457345.555939727,14.992
2457345.556807727,15.038
2457345.557652727,15.014
2457345.558520727,15.022
2457345.559365727,15.023
2457345.560210727,14.982
2457345.561066727,15.01
2457345.561923727,15.083
2457345.562768727,15.103
2457345.5636137268,15.121
2457345.5644697268,15.144
2457345.5653257268,15.118
2457345.566182727,15.072
2457345.567027727,15.106
2457345.567883727,15.129
2457345.568728727,15.104
2457345.574376727,15.114
2457345.5752337268,15.062
2457345.576078727,15.053
2457345.576934727,15.054
2457345.577791727,14.985
2457345.578636727,15.006
2457345.579492727,14.999
2457345.580349727,15.072
2457345.581205727,15.05
2457345.582085727,15.013
2457345.582941727,15.043
2457345.583798727,15.027
2457345.5846437267,15.082
2457345.585499727,15.006
2457345.586344727,15.001
2457345.587200727,15.028
2457345.588057727,15.032
2457345.588937727,15.009
2457345.589793727,14.997
2457345.590638727,14.966
2457345.591483727,14.998
2457345.592339727,15.037
2457345.593196727,15.027
2457345.594041727,15.093
2457345.594897727,15.083
2457345.595754727,15.011
2457345.596599727,15.087
2457345.597455727,15.099
2457345.598300727,15.224
2457345.599156727,15.164
2457345.6000017268,15.248
2457345.600858727,15.277
2457345.601714727,15.292
2457345.602559727,15.338
2457345.603416727,15.441
2457345.604261727,15.541
2457345.605117727,15.581
2457345.6059627268,15.719
2457345.606819727,15.619
2457345.612062727,15.385
2457345.612906727,15.369
2457345.613763727,15.328
2457345.614608727,15.3
2457345.618660727,15.164
2457345.619400727,15.204
2457345.6201507268,15.142
2457345.620900727,15.147
2457345.621437727,15.073
2457345.621660727,15.098
2457345.622293727,15.026
2457345.6224107267,15.116
2457345.623138727,15.028
2457345.623160727,15.136
2457345.623910727,15.149
2457345.623983727,15.052
2457345.6246707267,15.136
2457345.624874727,15.033
2457345.625420727,15.175
2457345.625731727,15.034
2457345.626170727,15.175
2457345.626575727,15.076
2457345.626920727,15.13
2457345.627432727,15.014
2457345.627680727,15.131
2457345.628288727,15.013
2457345.628420727,15.108
2457345.629145727,14.986
2457345.629170727,15.125
2457345.629920727,15.145
2457345.6299907267,14.97
2457345.6306707268,15.063
2457345.6308467267,14.958
2457345.631430727,15.024
2457345.631726727,14.918
2457345.632180727,15.058
2457345.632571727,14.956
2457345.633427727,14.919
2457345.634284727,14.959
2457345.634560727,15.082
2457345.635129727,15.004
2457345.6353107267,15.099
2457345.635974727,15.025
2457345.636070727,15.093
2457345.636820727,15.137
2457345.637570727,15.111
2457345.638320727,15.12
2457345.638520727,15.033
2457345.639080727,15.085
2457345.639365727,14.972
2457345.639830727,15.115
2457345.640221727,14.95
2457345.640580727,15.1
2457345.6410667268,14.894
2457345.641330727,15.108
2457345.641923727,14.932
2457345.642080727,15.064
2457345.642779727,14.941
2457345.642830727,15.047
2457345.643580727,15.063
2457345.644330727,15.093
2457345.645080727,15.123
2457345.6458307267,15.167
2457345.646590727,15.158
2457345.647340727,15.138
2457345.648090727,15.086
2457345.648840727,15.131
2457345.649600727,15.094
2457345.650350727,15.055
2457345.651100727,15.03
2457345.651840727,15.05
2457345.652590727,15.04
2457345.653350727,15.037
2457345.654100727,15.084
2457345.654850727,15.133
2457345.655600727,15.075
2457345.656360727,15.092
2457345.657110727,15.079
2457345.689820727,15.036
2457345.690570727,15.073
2457345.691320727,15.137
2457345.692070727,15.12
2457345.692810727,15.104
2457345.693570727,15.076
2457345.694320727,15.092
2457345.695070727,15.054
2457345.695820727,15.059
2457345.696580727,15.058
2457345.697330727,15.037
2457345.698080727,15.104
2457345.698830727,15.094
2457345.699580727,15.109
2457345.700340727,15.104
2457345.701090727,15.105
2457345.701840727,15.136
2457345.7025807267,15.131
2457345.703330727,15.074
2457345.704090727,15.082
2457345.704840727,15.091
2457345.705590727,15.082
2457345.706340727,15.071
2457345.707100727,15.002
2457345.707850727,15.091
2457345.708600727,15.096
2457345.709350727,15.13
2457345.7101107268,15.171
2457345.710860727,15.13
2457345.711610727,15.1
2457345.712350727,15.084
2457345.7131007267,15.029
2457345.713860727,15.034
2457345.714610727,14.962
2457345.715360727,14.991
2457345.716110727,15.025
2457345.716860727,15.046
2457345.717620727,15.087
2457345.718370727,15.079
2457345.719120727,15.072
2457345.719870727,15.091
2457345.720610727,15.067
2457345.721370727,15.125
2457345.722120727,15.075
2457345.722870727,15.063
2457345.7236207267,15.098
2457345.724380727,15.064
2457345.7258807267,15.026
2457345.726630727,14.97
2457345.727390727,14.983
2457345.728140727,15.039
2457345.728890727,15.057
2457345.729630727,15.112
2457345.730380727,15.049
2457345.7311407267,15.004
2457345.731890727,14.999
2457345.732640727,14.976
2457345.733390727,14.974
2457345.7341407267,14.994
2457345.734900727,14.981
2457345.735650727,14.987
2457345.7364007267,15.011
2457345.737150727,15.016
2457345.737910727,15.033
2457345.738660727,15.063
2457345.7394007267,15.06
2457345.740150727,15.101
2457345.740900727,15.124
2457345.7416607267,15.13
2457345.742410727,15.095
2457345.743160727,15.105
2457345.743910727,15.14
2457345.744670727,15.165
2457345.745420727,15.261
2457345.746170727,15.388
2457345.7469207267,15.446
2457345.747316727,15.366
2457345.747680727,15.483
2457345.748161727,15.408
2457345.748420727,15.55
2457345.749006727,15.535
2457345.749170727,15.591
2457345.749863727,15.526
2457345.7499207268,15.623
2457345.750670727,15.579
2457345.750707727,15.522
2457345.751430727,15.595
2457345.751564727,15.436
2457345.7521807267,15.511
2457345.752409727,15.445
2457345.752930727,15.472
2457345.753265727,15.47
2457345.754110727,15.413
2457345.754955727,15.4
2457345.763497727,14.916
2457345.764342727,14.922
2457345.765198727,14.936
2457345.766055727,14.913
2457345.766900727,14.904
2457345.767756727,14.902
2457345.7686017267,14.894
2457345.7694577267,14.831
2457345.770302727,14.799
2457345.771159727,14.894
2457345.771220727,15.016
2457345.771970727,15.049
2457345.772004727,14.917
2457345.772720727,15.059
2457345.772849727,14.925
2457345.773470727,15.075
2457345.773705727,14.965
2457345.774230727,15.054
2457345.774550727,14.929
2457345.774980727,15.059
2457345.775395727,14.975
2457345.775720727,15.078
2457345.776251727,15.057
2457345.776470727,15.092
2457345.777096727,15.02
2457345.777220727,15.084
2457345.7779537267,15.003
2457345.777980727,15.078
2457345.778730727,15.084
2457345.778798727,14.986
2457345.779480727,15.071
2457345.779643727,14.865
2457345.780230727,15.009
2457345.780499727,14.873
2457345.780990727,15.007
2457345.781344727,14.816
2457345.781740727,14.994
2457345.782200727,14.84
2457345.782490727,15.009
2457345.783045727,14.897
2457345.783240727,14.999
2457345.783890727,14.841
2457345.783990727,14.957
2457345.784740727,15.017
2457345.7847477267,14.875
2457345.785490727,15.085
2457345.785592727,14.935
2457345.7862407267,15.053
2457345.786448727,14.937
2457345.786990727,15.069
2457345.787293727,14.958
2457345.787740727,15.013
2457345.788150727,14.917
2457345.788500727,15.049
2457345.7889947267,14.926
2457345.789250727,15.082
2457345.789851727,14.904
2457345.790000727,15.05
2457345.790707727,14.956
2457345.790750727,15.059
2457345.791510727,15.09
2457345.791552727,14.963
2457345.792260727,15.084
2457345.792409727,14.882
2457345.793010727,15.077
2457345.793760727,15.065
2457345.794520727,15.109
2457345.795270727,15.114
2457345.796020727,15.119
2457345.796770727,15.12
2457345.797520727,15.126
2457345.798270727,15.128
2457345.799020727,15.128
2457345.799770727,15.143
2457345.800520727,15.145
2457345.801270727,15.148
2457345.802030727,15.097
2457345.802780727,15.128
2457345.803530727,15.126
2457345.8042807267,15.125
2457345.805040727,15.099
2457345.805790727,15.098
2457345.806540727,15.051
2457345.807290727,15.058
2457345.808050727,15.084
2457345.808790727,15.084
2457345.8095407267,15.068
2457345.810290727,15.038
2457345.811040727,14.986
2457345.811800727,15.04
2457345.812550727,15.016
2457345.813300727,15.01
2457345.814050727,14.992
2457345.8148007267,14.959
2457345.815560727,14.991
2457345.816310727,14.996
2457345.817060727,15.003
2457345.817810727,14.999
2457345.818550727,14.953
2457345.819310727,15.017
2457345.8200607267,15.004
2457345.820810727,14.975
2457345.821560727,14.961
2457345.822320727,14.976
2457345.823820727,14.993
2457345.824570727,14.976
2457345.825330727,15.015
2457345.826080727,14.984
2457345.826820727,14.961
2457345.827570727,14.974
2457345.8283207268,14.942
2457345.829080727,14.905
2457345.829830727,14.932
2457345.8305807267,14.943
2457345.831330727,14.954
2457345.832080727,14.941
2457345.8328407267,14.923
2457345.833590727,14.964
2457345.834340727,14.966
2457345.835090727,14.997
2457345.835850727,15.037
2457345.836590727,15.053
2457345.837340727,15.028
2457345.838090727,15.044
2457345.8388407268,15.071
2457345.839600727,15.101
2457345.840350727,15.091
2457345.8411007267,15.058
2457345.841850727,15.078
2457345.842610727,15.022
2457345.8433607267,15.037
2457345.844110727,15.022
2457345.844860727,15.01
2457345.845600727,15.011
2457345.8463607267,14.994
2457345.847110727,15.017
2457345.847860727,15.038
2457345.848610727,15.034
2457345.849360727,15.05
2457345.850120727,15.065
2457345.850870727,15.103
2457345.8516207268,15.092
2457345.852370727,15.156
2457345.853130727,15.126
2457345.8538807267,15.138
2457345.854620727,15.071
2457345.855370727,15.094
2457345.856120727,15.106
2457345.8568807268,15.086
2457345.857630727,15.112
2457345.858380727,15.163
2457345.859130727,15.167
2457345.859890727,15.139
2457345.860640727,15.126
2457345.861390727,15.13
2457345.8621407268,15.111
2457345.862890727,15.056
2457345.863650727,15.051
2457345.864390727,15.038
2457345.865140727,14.985
2457345.865890727,15.04
2457345.866640727,15.011
2457345.867400727,15.071
2457345.868150727,15.046
2457345.868900727,15.057
2457345.869650727,15.04
2457345.8711607275,15.101
2457345.8734007273,15.132
2457345.8749107276,15.076
2457345.8756607273,15.046
2457345.8764107274,14.997
2457345.8771707276,14.91
2457345.8779207272,14.962
2457345.8786707274,14.966
2457345.8794207275,14.969
2457345.880180727,15.064
2457345.8809307273,15.149
2457345.8816807275,15.202
2457345.8824207275,15.276
2457345.883170727,15.312
2457345.8839307274,15.307
2457345.8854307276,15.27
2457345.8861807273,15.274
2457345.8869307274,15.285
2457345.8884407273,15.32
2457345.8891907274,15.375
2457345.8899407275,15.321
2457345.8907007272,15.359
2457345.8914407273,15.468
2457345.8921907274,15.45
2457345.8929407275,15.491
2457345.893690727,15.463
2457345.8944507274,15.554
2457345.8952007275,15.579
2457345.8959507276,15.744
2457345.8967007273,15.778
2457346.3453007275,15.15
2457346.4950137273,15.013
2457346.496159727,14.962
2457346.4977397276,14.844
2457346.4983527274,14.877
2457346.4989667274,14.869
2457346.499579727,14.854
2457346.5001927274,14.832
2457346.5007947274,14.827
2457346.5014087274,14.849
2457346.501876727,14.679
2457346.5020217276,14.843
2457346.5026347274,14.857
2457346.5027217274,14.769
2457346.5032597273,14.903
2457346.5035787276,14.775
2457346.503861727,14.891
2457346.5044347276,14.732
2457346.504475727,14.897
2457346.5050887275,14.954
2457346.5052917274,14.811
2457346.5057027275,14.996
2457346.5061367275,14.874
2457346.5063157273,15.021
2457346.5069287275,15.031
2457346.506981727,14.896
2457346.5075427275,15.06
2457346.507837727,14.958
2457346.5081557273,15.056
2457346.5086947274,14.926
2457346.5087697273,15.08
2457346.5093827276,15.051
2457346.5095387273,14.944
2457346.5099967276,15.059
2457346.5103957276,14.967
2457346.5106097274,15.061
2457346.5112227276,15.066
2457346.5112517276,14.926
2457346.5118367276,15.064
2457346.5120967273,14.965
2457346.5124497274,15.071
2457346.5129537275,14.983
2457346.5130637274,15.101
2457346.513676727,15.07
2457346.513798727,14.928
2457346.514290727,15.071
2457346.514654727,14.931
2457346.5148917274,15.074
2457346.5154997273,15.005
2457346.5155057274,15.094
2457346.5161187276,15.1
2457346.5163567276,14.972
2457346.516732727,15.085
2457346.5172007275,14.98
2457346.5173457274,15.12
2457346.5179597274,15.144
2457346.5180577273,14.996
2457346.518572727,15.129
2457346.5189027274,15.022
2457346.5191857275,15.119
2457346.5197587274,14.921
2457346.5197997275,15.084
2457346.5204127273,15.099
2457346.5206037275,14.97
2457346.5210267273,15.102
2457346.521448727,14.97
2457346.5216397275,15.141
2457346.5222537275,15.154
2457346.5223057275,14.999
2457346.5228667273,15.149
2457346.5231617275,15.033
2457346.523491727,15.165
2457346.5240067276,15.008
2457346.5241047274,15.135
2457346.5247187275,15.157
2457346.5248637274,15.002
2457346.5253437273,15.121
2457346.5259567276,15.104
2457346.5265587275,15.057
2457346.5265647275,14.927
2457346.5271727275,15.042
2457346.5274207275,14.905
2457346.5277857273,15.08
2457346.528265727,14.927
2457346.5283987275,15.109
2457346.5290127276,15.104
2457346.5291227275,14.977
2457346.5296257273,15.145
2457346.5299677276,14.978
2457346.5302397273,15.139
2457346.5308237276,14.994
2457346.5308527276,15.128
2457346.5314667276,15.135
2457346.5316807274,15.006
2457346.5320797274,15.13
2457346.5325367274,15.046
2457346.5326927276,15.148
2457346.533306727,15.14
2457346.5333817275,15.038
2457346.5339197274,15.129
2457346.5342387273,15.002
2457346.5345337274,15.082
2457346.535082727,14.943
2457346.535146727,15.076
2457346.5357597275,15.098
2457346.5359397274,14.918
2457346.5363737275,15.081
2457346.5367847276,14.907
2457346.5369867273,15.09
2457346.5376007273,15.066
2457346.5376407276,14.936
2457346.5382137275,15.089
2457346.5384857273,14.946
2457346.5388277275,15.066
2457346.5393427275,14.959
2457346.5394407273,15.091
2457346.5401987275,14.983
2457346.5406677276,15.125
2457346.541043727,15.011
2457346.5412807274,15.144
2457346.5418947274,15.117
2457346.5419007274,15.011
2457346.5425077276,15.101
2457346.5427567274,15.005
2457346.543121727,15.143
2457346.543613727,14.982
2457346.5437347274,15.133
2457346.544469727,14.995
2457346.544961727,15.111
2457346.545325727,14.957
2457346.5455747275,15.117
2457346.5461887275,15.117
2457346.5461947275,14.971
2457346.5468017273,15.128
2457346.5470737275,14.996
2457346.5474157273,15.145
2457346.5479307272,14.955
2457346.5480287275,15.137
2457346.5486417273,15.131
2457346.5487757274,14.989
2457346.5492557273,15.127
2457346.5496317274,14.96
2457346.5498687276,15.097
2457346.5504827276,15.093
2457346.5504887276,14.916
2457346.5510957274,15.1
2457346.5517097274,15.097
2457346.5523227276,15.109
2457346.5529357274,15.08
2457346.5530577274,14.947
2457346.5535497274,15.102
2457346.5539027276,14.928
2457346.554162727,15.094
2457346.5547587276,14.927
2457346.5547647276,15.078
2457346.5553787276,15.106
2457346.5556157273,14.938
2457346.5559917274,15.111
2457346.5564607275,15.01
2457346.556604727,15.124
2457346.557218727,15.153
2457346.5573167275,15.052
2457346.5578317274,15.146
2457346.5581617276,15.025
2457346.5584457275,15.108
2457346.5590067273,14.997
2457346.559058727,15.123
2457346.5596607276,15.161
2457346.5598637275,15.005
2457346.5602737274,15.15
2457346.5607197275,14.993
2457346.5608877274,15.154
2457346.561500727,15.126
2457346.561564727,14.963
2457346.5620567272,15.144
2457346.562420727,14.989
2457346.5626117275,15.198
2457346.5631677276,15.14
2457346.5632777275,14.994
2457346.5637227274,15.128
2457346.5641337275,14.989
2457346.5642667273,15.112
2457346.5648227273,15.118
2457346.564990727,14.957
2457346.5653787274,15.102
2457346.5658357274,14.948
2457346.565933727,15.105
2457346.5666917274,14.979
2457346.5675367275,14.971
2457346.5683937273,14.975
2457346.5692497273,14.948
2457346.5700947274,14.965
2457346.5709627275,14.959
2457346.5718197273,14.929
2457346.572322727,15.112
2457346.5726757273,14.961
2457346.5729477275,15.134
2457346.5735317273,14.963
2457346.5735497274,15.112
2457346.574162727,15.109
2457346.5744117275,14.997
2457346.5747767272,15.145
2457346.5752687273,15.017
2457346.5753897275,15.174
2457346.5760037275,15.201
2457346.5761247273,15.086
2457346.5766167273,15.185
2457346.5769817275,15.066
2457346.5772297275,15.19
2457346.5778257274,15.017
2457346.5778437275,15.149
2457346.5784567273,15.159
2457346.578682727,15.028
2457346.5790707273,15.157
2457346.579538727,15.028
2457346.5796837276,15.163
2457346.5802977276,15.106
2457346.5803837273,14.997
2457346.5809107274,15.077
2457346.5812407276,14.969
2457346.5815237276,15.098
2457346.5820967276,14.989
2457346.582137727,15.073
2457346.5827397276,15.05
2457346.5829537273,14.881
2457346.5833527273,14.995
2457346.5838097273,14.892
2457346.5839667274,15.035
2457346.5845797276,15.061
2457346.5852047275,15.073
2457346.5858177273,15.087
2457346.586419727,15.1
2457346.5870447275,15.127
2457346.5876467275,15.155
2457346.588259727,15.131
2457346.5888737272,15.128
2457346.5894867275,15.131
2457346.5901007275,15.135
2457346.5907137273,15.147
2457346.5913277273,15.106
2457346.5919407276,15.097
2457346.5925537273,15.079
2457346.5931677273,15.027
2457346.5934977275,14.897
2457346.5937807276,15.054
2457346.594342727,14.938
2457346.5943827275,15.056
2457346.5950077274,15.105
2457346.595198727,14.923
2457346.5956217274,15.105
2457346.5960557275,14.992
2457346.596234727,15.101
2457346.5968367276,15.082
2457346.5969007276,14.975
2457346.5974497274,15.074
2457346.5977567276,14.952
2457346.5980637274,15.062
2457346.5986137274,14.839
2457346.5986767276,15.007
2457346.599290727,14.996
2457346.5994697274,14.859
2457346.5999037274,14.978
2457346.6003257274,14.81
2457346.600516727,14.928
2457346.6011707275,14.83
2457346.6017437275,14.979
2457346.6020277273,14.831
2457346.6023577275,14.989
2457346.6028837273,14.893
2457346.6029707273,15.01
2457346.603572727,15.0
2457346.6037407275,14.823
2457346.6041857274,14.959
2457346.6047997274,14.951
2457346.605412727,14.943
2457346.6066397275,14.95
2457346.6072537275,14.957
2457346.6076177275,14.835
2457346.607854727,14.918
2457346.6084627276,14.799
2457346.608468727,14.93
2457346.6090817275,14.938
2457346.6093197274,14.787
2457346.6097067273,14.957
2457346.6101637273,14.77
2457346.6103207273,14.946
2457346.6109227273,14.93
2457346.6110207275,14.775
2457346.6115357275,14.903
2457346.611865727,14.744
2457346.6127567273,14.723
2457346.6133757276,14.821
2457346.6136017274,14.716
2457346.6139897276,14.853
2457346.6144577274,14.725
2457346.6146027273,14.885
2457346.6152167274,14.898
2457346.615314727,14.749
2457346.616205727,14.718
2457346.6164427274,14.833
2457346.6170507274,14.661
2457346.6170567274,14.878
2457346.617669727,14.846
2457346.6179067274,14.713
2457346.618283727,14.884
2457346.6187637276,14.75
2457346.6188967275,14.904
2457346.619509727,14.995
2457346.6196197276,14.837
2457346.6201237272,15.044
2457346.6204647273,14.909
2457346.6207367275,15.081
2457346.6213217275,15.019
2457346.6213387274,15.15
2457346.6219527274,15.188
2457346.6221777275,15.05
2457346.6225777273,15.193
2457346.6230577272,15.089
2457346.6231907276,15.232
2457346.6238037273,15.293
2457346.6239137272,15.084
2457346.6244057273,15.285
2457346.6247707275,15.201
2457346.6250197273,15.357
2457346.6256157276,15.258
2457346.6256327275,15.401
2457346.6262467275,15.428
2457346.6264717276,15.327
2457346.6268597273,15.43
2457346.6273167273,15.333
2457346.6274617272,15.446
2457346.6280747275,15.491
2457346.6281737275,15.364
2457346.6286997274,15.484
2457346.6290297275,15.406
2457346.6293137274,15.448
2457346.6299157273,15.447
2457346.6305287275,15.432
2457346.6311417273,15.37
2457346.6316227275,15.23
2457346.6317557273,15.377
2457346.6323687276,15.36
2457346.632467727,15.171
2457346.6329827276,15.298
2457346.633323727,15.165
2457346.6335957274,15.297
2457346.6341807274,15.149
2457346.6342097274,15.258
2457346.634822727,15.239
2457346.6350367274,15.082
2457346.6354247276,15.214
2457346.635893727,15.017
2457346.6360497274,15.187
2457346.636662727,15.158
2457346.6367387273,15.042
2457346.6372767272,15.157
2457346.6375947273,15.026
2457346.6378897275,15.128
2457346.6384397275,14.917
2457346.6385037275,15.036
2457346.6391167273,15.042
2457346.6392957275,14.904
2457346.6397297275,15.021
2457346.6401527273,14.87
2457346.6403437275,14.986
2457346.6409567273,14.969
2457346.6409977274,14.803
2457346.6415707273,14.92
2457346.6418537274,14.721
2457346.6421837276,14.872
2457346.6426987275,14.723
2457346.6427977276,14.879
2457346.6435557273,14.75
2457346.6440127273,14.879
2457346.6444007275,14.688
2457346.644637727,14.875
2457346.6452507274,14.902
2457346.6452567275,14.737
2457346.6461017276,14.793
2457346.646477727,14.942
2457346.6469577276,14.762
2457346.6470797276,14.896
2457346.6477047275,14.916
2457346.6478027273,14.783
2457346.6483067274,14.901
2457346.6486597275,14.717
2457346.649504727,14.756
2457346.650360727,14.796
2457346.6510497276,14.939
2457346.6512057274,14.794
2457346.6516627274,14.932
2457346.6521087275,14.787
2457346.6522767274,14.936
2457346.6528897276,14.943
2457346.652953727,14.828
2457346.6534917275,14.94
2457346.653809727,14.778
2457346.6541047273,14.976
2457346.6546547273,14.839
2457346.6547067272,14.931
2457346.6553207273,14.965
2457346.6554997275,14.794
2457346.6559337275,14.872
2457346.6563567272,14.793
2457346.6565477275,14.934
2457346.6571607273,14.947
2457346.6572007276,14.804
2457346.6577737276,14.955
2457346.6580577274,14.786
2457346.6583877276,14.969
2457346.6589487274,14.793
2457346.6590007273,14.971
2457346.6596027273,14.933
2457346.6597937276,14.797
2457346.6602167273,14.923
2457346.6606507273,14.787
2457346.6608417276,14.913
2457346.6614427273,14.942
2457346.6615067273,14.779
2457346.662067727,14.949
2457346.6623517275,14.827
2457346.6626697276,14.958
2457346.6632077275,14.851
2457346.6632837276,14.98
2457346.6638967274,14.941
2457346.6640527276,14.81
2457346.6645097276,14.926
2457346.6649097274,14.76
2457346.665123727,14.911
2457346.6657367274,14.889
2457346.6663507274,14.929
2457346.666963727,14.917
2457346.667577727,14.92
2457346.6681907275,14.963
2457346.6683127275,14.773
2457346.6688037273,14.951
2457346.6691687275,14.846
2457346.6694177273,14.966
2457346.6700137276,14.813
2457346.6700307275,14.95
2457346.6706447275,14.939
2457346.6708697276,14.796
2457346.6717147273,14.764
2457346.6724847276,14.892
2457346.6725717275,14.76
2457346.6730977274,14.92
2457346.673416727,14.807
2457346.6737117274,14.944
2457346.674272727,14.876
2457346.6743247276,14.973
2457346.674938727,14.987
2457346.6751177274,14.871
2457346.6755517274,14.99
2457346.6759747276,14.892
2457346.6761537273,15.02
2457346.676778727,15.053
2457346.6768197273,14.909
2457346.6773917275,15.039
2457346.677663727,14.917
2457346.6780057275,15.073
2457346.6785207274,14.932
2457346.6786187273,15.06
2457346.6792327273,15.079
2457346.6793657276,14.903
2457346.6798457275,15.031
2457346.6802567276,14.863
2457346.6804597275,14.991
2457346.6810727273,14.974
2457346.6811137274,14.838
2457346.6816857276,14.908
2457346.6819577273,14.736
2457346.6822997276,14.891
2457346.6828147275,14.73
2457346.6829127274,14.874
2457346.6835267274,14.89
2457346.683659727,14.689
2457346.6841397276,14.902
2457346.6845047274,14.801
2457346.6847537276,14.928
2457346.6853607274,14.762
2457346.6853667274,14.909
2457346.685979727,14.932
2457346.6862057275,14.812
2457346.686593727,14.907
2457346.687050727,14.81
2457346.6872067275,14.992
2457346.6878207275,14.947
2457346.6878957273,14.801
2457346.6884337272,14.957
2457346.6887407275,14.799
2457346.6890477273,14.944
2457346.6895967275,14.866
2457346.6896607275,15.015
2457346.6902627274,14.964
2457346.6904537273,14.804
2457346.690875727,14.992
2457346.6912987274,14.849
2457346.6914897272,15.006
2457346.6921027275,15.046
2457346.6921547274,14.904
2457346.6927167275,15.061
2457346.6929997276,14.933
2457346.6938567273,14.941
2457346.6939427275,15.07
2457346.6945567275,15.02
2457346.6957837273,14.986
2457346.6963967276,14.958
2457346.6970097274,14.978
2457346.6972587276,14.837
2457346.6976237274,14.992
2457346.6981037273,14.868
2457346.6982257273,15.016
2457346.698850727,15.005
2457346.6989607275,14.875
2457346.6994527276,14.995
2457346.699805727,14.899
2457346.7000657273,15.05
2457346.7006507274,14.883
2457346.7006787276,15.06
2457346.7012927276,15.096
2457346.7015067274,14.961
2457346.7019057274,15.071
2457346.7023517275,14.947
2457346.7025197274,15.084
2457346.703132727,15.118
2457346.7032077275,14.947
2457346.703746727,15.098
2457346.704052727,14.967
2457346.7043597274,15.098
2457346.7048977274,14.913
2457346.704972727,15.071
2457346.7055867272,15.078
2457346.7057547276,14.931
2457346.7061997275,15.068
2457346.7066107276,14.976
2457346.7068017274,15.066
2457346.7074157274,15.064
2457346.7074677274,14.944
2457346.7080407273,15.076
2457346.7083237274,14.968
2457346.7086417275,15.106
2457346.7091807276,15.049
2457346.7092557275,15.152
2457346.7098687273,15.128
2457346.7100257273,14.984
2457346.7104937276,15.167
2457346.710869727,15.005
2457346.7110957275,15.178
2457346.7117097275,15.189
2457346.7117147273,15.021
2457346.7125717276,15.08
2457346.7129357276,15.204
2457346.7134277276,15.081
2457346.7135607274,15.19
2457346.7141747274,15.178
2457346.7142727273,15.049
2457346.714787727,15.183
2457346.7151177274,15.099
2457346.7154017272,15.199
2457346.715974727,15.083
2457346.7160147275,15.216
2457346.7166167274,15.211
2457346.7168197273,15.108
2457346.717229727,15.211
2457346.7176757273,15.09
2457346.7184567275,15.145
2457346.7185317273,15.057
2457346.7190707275,15.188
2457346.7193887276,14.978
2457346.7196837272,15.13
2457346.7202337272,14.992
2457346.7202977273,15.159
2457346.7210787274,15.012
2457346.7215237273,15.15
2457346.7219347274,15.041
2457346.7221377273,15.15
2457346.7227507276,15.174
2457346.7227797275,15.086
2457346.7233647276,15.172
2457346.7236367273,15.032
2457346.7239777273,15.147
2457346.7244817275,14.982
2457346.7245917274,15.146
2457346.7252047276,15.162
2457346.7253377275,15.081
2457346.7258067275,15.177
2457346.7261947272,15.086
2457346.7264197273,15.196
2457346.7270337273,15.231
2457346.7270387276,15.097
2457346.727658727,15.292
2457346.7278837273,15.143
2457346.7282717275,15.242
2457346.7287407275,15.168
2457346.728884727,15.231
2457346.7294987272,15.222
2457346.729585727,15.092
2457346.730100727,15.193
2457346.730441727,15.034
2457346.7307137274,15.218
2457346.7312867274,15.061
2457346.7313277274,15.227
2457346.731940727,15.191
2457346.7321437276,15.023
2457346.7325537275,15.178
2457346.7329887273,15.045
2457346.7331677275,15.168
2457346.7337697274,15.126
2457346.733832727,14.985
2457346.734382727,15.118
2457346.7346777273,14.973
2457346.734996727,15.095
2457346.7355227275,14.942
2457346.7356097274,15.055
2457346.736222727,15.085
2457346.7363907276,14.952
2457346.7368367272,15.06
2457346.7372357273,14.898
2457346.7380927275,14.868
2457346.7389487275,14.881
2457346.739793727,14.865
2457346.7406507274,14.899
2457346.7415067274,14.925
2457346.7423517276,14.958
2457346.7432077276,14.909
2457346.7440527272,14.899
2457346.7448977274,14.907
2457346.7457547276,14.899
2457346.7465997273,14.811
2457346.7474557273,14.871
2457346.7483007275,14.798
2457346.7491567275,14.788
2457346.7500017276,14.804
2457346.7508587274,14.82
2457347.4682487273,14.908
2457347.4688617275,14.876
2457347.4694757275,14.911
2457347.4700887273,14.919
2457347.4707027273,14.935
2457347.4713157276,14.901
2457347.4719287273,14.898
2457347.4725427274,14.964
2457347.4731557276,14.909
2457347.4737577275,14.91
